organization_name,page_name,url,parser_name,parser_metadata,user_agent,timeout_seconds,scrape_interval_minutes,is_enabled
CSIR - Central Mechanical Engineering Research Institute (CMERI),Recruitment,https://www.cmeri.res.in/vacancy,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Central Leather Research Institute (CLRI),Recruitment,https://www.clri.org/Careers.aspx,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Central Food Technological Research Institute (CFTRI),Recruitment,https://cftri.res.in/recruitments/regular_positions/1,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Central Electrochemical Research Institute (CECRI),Announcements / Careers (homepage — no dedicated page confirmed),https://www.cecri.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Institute of Genomics and Integrative Biology (IGIB),Recruitment,https://www.igib.res.in/projects_positions.html,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Centre for Cellular and Molecular Biology (CCMB),Announcements / Careers (homepage — no dedicated page confirmed),https://www.ccmb.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Institute of Microbial Technology (IMTECH),Recruitment,https://www.imtech.res.in/recruitment,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Advanced Materials and Processes Research Institute (AMPRI),Recruitment,https://ampri.res.in/en/?page_id=343,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Structural Engineering Research Centre (SERC),Recruitment,https://serc.res.in/csir-recruitment,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Indian Institute of Toxicology Research (IITR),Announcements / Careers (homepage — no dedicated page confirmed),http://iitrindia.org/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Central Drug Research Institute (CDRI),Announcements / Careers (homepage — no dedicated page confirmed),https://www.cdri.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Central Institute of Medicinal and Aromatic Plants (CIMAP),Recruitment,https://www.cimap.res.in/cimhindi/pages/Vacancies.aspx,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - National Institute for Interdisciplinary Science and Technology (NIIST),Announcements / Careers (homepage — no dedicated page confirmed),https://www.niist.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Indian Institute of Petroleum (IIP),Recruitment,https://www.iip.res.in/recruitment-2/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Institute of Minerals and Materials Technology (IMMT),Recruitment,https://recruitment.immt.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - National Physical Laboratory (NPL),Recruitment,https://recruitment.nplindia.org/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSIR - Central Glass and Ceramic Research Institute (CGCRI),Recruitment,https://www.cgcri.res.in/career-2/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Indian Institute of Soil Science (IISS),Announcements / Careers (homepage — no dedicated page confirmed),https://iiss.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Institute of Biotic Stress Management (NIBSM),Announcements / Careers (homepage — no dedicated page confirmed),https://nibsm.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Institute for Research on Buffaloes (CIRB),Announcements / Careers (homepage — no dedicated page confirmed),https://cirb.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Dairy Research Institute (NDRI),Recruitment,https://ndri.res.in/recruitments,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Indian Grassland and Fodder Research Institute (IGFRI),Announcements / Careers (homepage — no dedicated page confirmed),https://igfri.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Institute for Arid Horticulture (CIAH),Announcements / Careers (homepage — no dedicated page confirmed),https://icar-ciah.org/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Institute of Agricultural Engineering (CIAE),Announcements / Careers (homepage — no dedicated page confirmed),https://ciae.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Indian Institute of Farming Systems Research (IIFSR),Announcements / Careers (homepage — no dedicated page confirmed),https://iifsr.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Bureau of Agriculturally Important Microorganisms (NBAIM),Announcements / Careers (homepage — no dedicated page confirmed),https://nbaim.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Bureau of Plant Genetic Resources (NBPGR),Announcements / Careers (homepage — no dedicated page confirmed),https://www.nbpgr.org.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Bureau of Fish Genetic Resources (NBFGR),Announcements / Careers (homepage — no dedicated page confirmed),https://www.nbfgr.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Bureau of Animal Genetic Resources (NBAGR),Announcements / Careers (homepage — no dedicated page confirmed),https://www.nbagr.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Institute of Fisheries Education (CIFE),Recruitment,https://www.cife.edu.in/recruitment,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Institute of Freshwater Aquaculture (CIFA),Announcements / Careers (homepage — no dedicated page confirmed),https://cifa.nic.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Institute of Animal Nutrition and Physiology (NIANP),Announcements / Careers (homepage — no dedicated page confirmed),http://nianp.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Sheep and Wool Research Institute (CSWRI),Announcements / Careers (homepage — no dedicated page confirmed),https://www.cswri.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Vivekananda Parvatiya Krishi Anusandhan Sansthan (VPKAS),Announcements / Careers (homepage — no dedicated page confirmed),https://vpkas.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Research Complex for Eastern Region (RCER),Announcements / Careers (homepage — no dedicated page confirmed),https://icarrcer.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Research Complex for North Eastern Hill Region (ICAR-NEH),Announcements / Careers (homepage — no dedicated page confirmed),https://icarneh.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - National Institute of Veterinary Epidemiology and Disease Informatics (NIVEDI),Announcements / Careers (homepage — no dedicated page confirmed),https://nivedi.res.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Agroforestry Research Institute (CAFRI),Announcements / Careers (homepage — no dedicated page confirmed),https://cafri.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Indian Institute of Horticultural Research (IIHR),Recruitment,https://iihr.res.in/recruitment,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Indian Institute of Millets Research (IIMR),Recruitment,https://www.millets.res.in/ad.php,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Indian Veterinary Research Institute (IVRI),Recruitment,https://www.ivri.nic.in/otherpages/NewJobs.aspx,generic_html,,ClimateJobsBot/1.0,30,1440,1
ICAR - Central Institute of Post-Harvest Engineering and Technology (CIPHET),Announcements / Careers (homepage — no dedicated page confirmed),https://ciphet.icar.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Institute of Forest Genetics and Tree Breeding (IFGTB),Recruitment,https://ifgtb.icfre.gov.in/vacancy,generic_html,,ClimateJobsBot/1.0,30,1440,1
Institute of Forest Productivity (IFP),Recruitment,https://ifp.icfre.gov.in/recruitment/,generic_html,,ClimateJobsBot/1.0,30,1440,1
National Biodiversity Authority (NBA),Recruitment,https://www.nbaindia.nic.in/public-information/opportunities,generic_html,,ClimateJobsBot/1.0,30,1440,1
G.B. Pant National Institute of Himalayan Environment (GBPNIHE),Recruitment,https://gbpihed.gov.in/vacancy.html,generic_html,,ClimateJobsBot/1.0,30,1440,1
Central Zoo Authority (CZA),Recruitment,https://cza.nic.in/notifications/en/vacancies,generic_html,,ClimateJobsBot/1.0,30,1440,1
National Water Development Agency (NWDA),Recruitment,https://nwda.gov.in/content/innerpage/vacancydetails.php,generic_html,,ClimateJobsBot/1.0,30,1440,1
National Mission for Clean Ganga (NMCG),Recruitment,https://nmcg.nic.in/Application/ApplyNow.aspx,generic_html,,ClimateJobsBot/1.0,30,1440,1
Central Pollution Control Board (CPCB),Recruitment,https://cpcb.nic.in/more-recruitment-news/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Atomic Minerals Directorate for Exploration and Research (AMD),Announcements / Careers (homepage — no dedicated page confirmed),https://amd.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Indian Bureau of Mines (IBM),Recruitment,https://ibm.gov.in/IBMPortal/pages/Recruitment_in_IBM,generic_html,,ClimateJobsBot/1.0,30,1440,1
National Institute of Fisheries Post Harvest Technology and Training (NIFPHATT),Announcements / Careers (homepage — no dedicated page confirmed),https://nifphatt.gov.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Fishery Survey of India (FSI),Recruitment,https://fsi.gov.in/job-opportunities,generic_html,,ClimateJobsBot/1.0,30,1440,1
Kerala University of Fisheries and Ocean Studies (KUFOS),Recruitment,https://kufos.ac.in/vacancies/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Vikram Sarabhai Space Centre (VSSC),Recruitment,https://www.vssc.gov.in/careers.html,generic_html,,ClimateJobsBot/1.0,30,1440,1
U R Rao Satellite Centre (URSC),Recruitment,https://www.ursc.gov.in/jobs/jobs.jsp,generic_html,,ClimateJobsBot/1.0,30,1440,1
Liquid Propulsion Systems Centre (LPSC),Recruitment,https://www.lpsc.gov.in/noticeresult.html,generic_html,,ClimateJobsBot/1.0,30,1440,1
ISRO Telemetry Tracking and Command Network (ISTRAC),Recruitment,https://www.istrac.gov.in/careers.html,generic_html,,ClimateJobsBot/1.0,30,1440,1
Indian Institute of Space Science and Technology (IIST),Recruitment,https://www.iist.ac.in/prospective-faculty,generic_html,,ClimateJobsBot/1.0,30,1440,1
National Institute of Advanced Studies (NIAS),Recruitment,https://cms.nias.res.in/career,generic_html,,ClimateJobsBot/1.0,30,1440,1
Indian Institute of Public Health Gandhinagar (IIPHG),Recruitment,https://iiphg.edu.in/work-with-us/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Rajasthan,Announcements / Careers (homepage — no dedicated page confirmed),https://www.uniraj.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Swami Keshwanand Rajasthan Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://raubikaner.org/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Barkatullah University,Announcements / Careers (homepage — no dedicated page confirmed),https://bubhopal.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Jawaharlal Nehru Krishi Vishwa Vidyalaya,Recruitment,https://www.jnkvv.org/vacancies-recruitment,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Lucknow,Announcements / Careers (homepage — no dedicated page confirmed),https://www.lkouniv.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Deen Dayal Upadhyaya Gorakhpur University,Announcements / Careers (homepage — no dedicated page confirmed),https://ddugu.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Bihar Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://www.bausabour.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Birsa Agricultural University,Recruitment,https://bauranchi.org/category/vacancies/,generic_html,,ClimateJobsBot/1.0,30,1440,1
CSK Himachal Pradesh Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://www.hillagric.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Kumaun University,Announcements / Careers (homepage — no dedicated page confirmed),https://www.kunainital.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
HNB Garhwal University,Recruitment,https://hnbgu.ac.in/appointment,generic_html,,ClimateJobsBot/1.0,30,1440,1
Govind Ballabh Pant University of Agriculture and Technology,Announcements / Careers (homepage — no dedicated page confirmed),https://www.gbpuat.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Jammu,Announcements / Careers (homepage — no dedicated page confirmed),https://www.jammuuniversity.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Kashmir,Announcements / Careers (homepage — no dedicated page confirmed),https://www.kashmiruniversity.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
SKUAST Jammu,Announcements / Careers (homepage — no dedicated page confirmed),https://skuast.org/,generic_html,,ClimateJobsBot/1.0,30,1440,1
SKUAST Kashmir,Announcements / Careers (homepage — no dedicated page confirmed),https://skuastkashmir.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Panjab University,Announcements / Careers (homepage — no dedicated page confirmed),https://puchd.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Punjab Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://pau.edu/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Chaudhary Charan Singh Haryana Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://hau.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Kurukshetra University,Announcements / Careers (homepage — no dedicated page confirmed),https://www.kuk.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Indira Gandhi Krishi Vishwavidyalaya,Announcements / Careers (homepage — no dedicated page confirmed),https://igkv.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Mumbai,Announcements / Careers (homepage — no dedicated page confirmed),https://mu.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Mahatma Phule Krishi Vidyapeeth,Announcements / Careers (homepage — no dedicated page confirmed),https://www.mpkv.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Gujarat University,Announcements / Careers (homepage — no dedicated page confirmed),https://www1.gujaratuniversity.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Maharaja Sayajirao University of Baroda,Announcements / Careers (homepage — no dedicated page confirmed),https://msubaroda.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Junagadh Agricultural University,Recruitment,https://www.jau.in/career,generic_html,,ClimateJobsBot/1.0,30,1440,1
Tamil Nadu Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://tnau.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Manonmaniam Sundaranar University,Announcements / Careers (homepage — no dedicated page confirmed),https://www.msuniv.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Mysore,Announcements / Careers (homepage — no dedicated page confirmed),https://uni-mysore.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Agricultural Sciences Bangalore,Recruitment,https://www.uasbangalore.edu.in/en/recruitments/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Agricultural Sciences Dharwad,Announcements / Careers (homepage — no dedicated page confirmed),https://uasd.edu/en/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Karnatak University Dharwad,Announcements / Careers (homepage — no dedicated page confirmed),https://www.kud.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Acharya Nagarjuna University,Announcements / Careers (homepage — no dedicated page confirmed),https://www.nagarjunauniversity.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Professor Jayashankar Telangana State Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://www.pjtsau.edu.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Kerala Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://kau.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Mahatma Gandhi University Kottayam,Announcements / Careers (homepage — no dedicated page confirmed),https://mgu.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of Calcutta,Announcements / Careers (homepage — no dedicated page confirmed),https://www.caluniv.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
University of North Bengal,Recruitment,https://www.nbu.ac.in/qls/recruitment.aspx,generic_html,,ClimateJobsBot/1.0,30,1440,1
Bidhan Chandra Krishi Viswavidyalaya,Announcements / Careers (homepage — no dedicated page confirmed),https://www.bckv.edu.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Odisha University of Agriculture and Technology,Announcements / Careers (homepage — no dedicated page confirmed),https://ouat.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Sambalpur University,Recruitment,https://www.suniv.ac.in/recruitment.php,generic_html,,ClimateJobsBot/1.0,30,1440,1
Assam Agricultural University,Announcements / Careers (homepage — no dedicated page confirmed),https://aau.ac.in/,generic_html,,ClimateJobsBot/1.0,30,1440,1
Dibrugarh University,Recruitment,https://dibru.ac.in/categories/recruitment-notices,generic_html,,ClimateJobsBot/1.0,30,1440,1
Tezpur University,Recruitment,http://www.tezu.ernet.in/other/jobs.htm,generic_html,,ClimateJobsBot/1.0,30,1440,1
Central Agricultural University Imphal,Recruitment,https://cau.ac.in/recruitment-cau-imphal/,generic_html,,ClimateJobsBot/1.0,30,1440,1
